transaction_id,supplier_id,supplier_category,invoice_number,po_number,invoice_date,payment_date,payment_terms_days,po_amount,invoice_amount,paid_amount,invoice_currency,payment_currency,bank_account,bank_changed_recently,anomaly_type,amount_usd,is_anomaly
TXN-0002269,SUP-0159,Maintenance,INV-446-2026-002269,PO-2026-002269,2025-05-12,2025-08-09,90,41806.61,34993.0,34993.0,AED,AED,BANK-81713537,False,normal,9528.59,0
TXN-0003092,SUP-0138,Maintenance,INV-369-2026-003092,PO-2025-003092,2025-05-12,2025-07-04,45,6711.29,6365.89,6365.89,AED,AED,BANK-22630563,False,normal,1733.43,0
TXN-0003242,SUP-0085,Information Technology,INV-746-2026-003242,PO-2025-003242,2025-05-12,2025-08-13,90,2550.1,2027.14,2027.14,USD,USD,BANK-94093522,False,normal,2027.14,0
TXN-0003804,SUP-0050,Maintenance,INV-717-2026-003804,PO-2025-003804,2025-05-12,2025-06-23,30,19037.25,17608.73,17608.73,USD,USD,BANK-46919792,False,normal,17608.73,0
TXN-0004400,SUP-0033,Aircraft Components,INV-987-2026-004400,PO-2025-004400,2025-05-12,2025-06-08,30,77845.23,56527.82,56527.82,USD,USD,BANK-97243596,False,normal,56527.82,0
TXN-0004427,SUP-0005,Aircraft Components,INV-551-2026-004427,PO-2026-004427,2025-05-12,2025-06-21,30,13765.35,10451.49,10451.49,USD,USD,BANK-97763977,False,normal,10451.49,0
TXN-0000084,SUP-0092,Aircraft Components,INV-371-2026-000084,PO-2025-000084,2025-05-13,2025-07-19,60,10545.81,10377.62,10377.62,AED,AED,BANK-70989279,False,normal,2825.83,0
TXN-0000502,SUP-0051,Information Technology,INV-899-2026-000502,PO-2025-000502,2025-05-13,2025-07-10,45,3490.53,2765.65,2765.65,USD,USD,BANK-43629195,False,normal,2765.65,0
TXN-0000718,SUP-0122,Maintenance,INV-309-2026-000718,PO-2025-000718,2025-05-13,2025-07-05,45,33479.55,25954.54,25954.54,AED,AED,BANK-69657778,False,normal,7067.42,0
TXN-0001110,SUP-0027,Information Technology,INV-770-2026-001110,PO-2025-001110,2025-05-13,2025-06-17,45,5774.83,5559.36,5559.36,AED,AED,BANK-26263179,False,normal,1513.81,0
TXN-0001132,SUP-0082,Information Technology,INV-524-2026-001132,PO-2025-001132,2025-05-13,2025-06-13,30,11641.82,11018.34,11018.34,USD,USD,BANK-55066706,False,normal,11018.34,0
TXN-0001185,SUP-0123,Information Technology,INV-788-2026-001185,PO-2026-001185,2025-05-13,2025-06-08,30,4268.57,3773.21,3773.21,USD,USD,BANK-38236379,False,normal,3773.21,0
TXN-0001320,SUP-0008,Facilities,INV-854-2026-001320,PO-2025-001320,2025-05-13,2025-07-29,60,45390.06,38220.17,38220.17,EUR,EUR,BANK-22713593,False,normal,41659.99,0
TXN-0001848,SUP-0132,Maintenance,INV-831-2026-001848,PO-2025-001848,2025-05-13,2025-07-08,45,23702.5,23139.2,23139.2,GBP,GBP,BANK-59967823,False,normal,29386.78,0
TXN-0002109,SUP-0049,Information Technology,INV-410-2026-002109,PO-2026-002109,2025-05-13,2025-06-16,30,6063.23,5948.56,5948.56,AED,AED,BANK-69549513,False,normal,1619.79,0
TXN-0002234,SUP-0027,Ground Services,INV-820-2026-002234,PO-2025-002234,2025-05-13,2025-06-06,30,10307.55,7797.32,7797.32,AED,AED,BANK-26263179,False,normal,2123.21,0
TXN-0002429,SUP-0066,Facilities,INV-740-2026-002429,PO-2026-002429,2025-05-13,2025-07-02,60,5148.93,3749.09,3749.09,AED,AED,BANK-23795588,False,normal,1020.88,0
TXN-0003316,SUP-0094,Information Technology,INV-183-2026-003316,PO-2025-003316,2025-05-13,2025-06-24,45,10725.19,8457.56,8457.56,USD,USD,BANK-20964925,False,normal,8457.56,0
TXN-0003462,SUP-0060,Aircraft Components,INV-507-2026-003462,PO-2025-003462,2025-05-13,2025-06-20,45,3932.73,3504.93,3504.93,USD,USD,BANK-31687351,False,normal,3504.93,0
TXN-0004524,SUP-0045,Ground Services,INV-249-2026-004524,PO-2025-004524,2025-05-13,2025-06-18,30,4262.19,3551.24,3551.24,EUR,EUR,BANK-38433614,False,normal,3870.85,0
TXN-0005113,SUP-0121,Professional Services,INV-937-2026-005113,PO-2026-005113,2025-05-13,2025-06-13,30,8513.37,7799.62,7799.62,AED,AED,BANK-55753531,False,normal,2123.84,0
TXN-0005388,SUP-0052,Aircraft Components,INV-572-2026-005388,PO-2025-005388,2025-05-13,2025-07-08,60,6027.82,4907.11,4907.11,USD,USD,BANK-89766631,False,normal,4907.11,0
TXN-0000010,SUP-0067,Professional Services,INV-946-2026-000010,PO-2025-000010,2025-05-14,2025-06-07,30,6010.48,5000.28,5000.28,AED,AED,BANK-77206550,False,normal,1361.58,0
TXN-0001540,SUP-0076,Facilities,INV-613-2026-001540,PO-2025-001540,2025-05-14,2025-06-16,45,1545.97,1534.2,1534.2,USD,USD,BANK-37929130,False,normal,1534.2,0
TXN-0001571,SUP-0118,Maintenance,INV-588-2026-001571,PO-2026-001571,2025-05-14,2025-07-01,30,6793.68,6542.21,6542.21,AED,AED,BANK-37085381,False,normal,1781.44,0
TXN-0001612,SUP-0138,Professional Services,INV-322-2026-001612,PO-2025-001612,2025-05-14,2025-06-19,30,10793.21,7774.26,7774.26,AED,AED,BANK-22630563,False,normal,2116.93,0
TXN-0002069,SUP-0158,Professional Services,INV-348-2026-002069,PO-2026-002069,2025-05-14,2025-07-18,60,4049.99,3899.56,3899.56,AED,AED,BANK-32546185,False,normal,1061.85,0
TXN-0002583,SUP-0024,Professional Services,INV-497-2026-002583,PO-2026-002583,2025-05-14,2025-06-27,45,10866.9,10209.3,10209.3,EUR,EUR,BANK-33036857,False,normal,11128.14,0
TXN-0003199,SUP-0157,Aircraft Components,INV-673-2026-003199,PO-2026-003199,2025-05-14,2025-07-02,45,2585.45,2465.1,2465.1,USD,USD,BANK-84648574,False,normal,2465.1,0
TXN-0003229,SUP-0117,Ground Services,INV-227-2026-003229,PO-2026-003229,2025-05-14,2025-06-24,45,4482.61,4319.3,4319.3,EUR,EUR,BANK-97580845,False,normal,4708.04,0
TXN-0003783,SUP-0008,Aircraft Components,INV-258-2026-003783,PO-2026-003783,2025-05-14,2025-06-10,30,21532.05,17536.74,17536.74,EUR,EUR,BANK-22713593,False,normal,19115.05,0
TXN-0004421,SUP-0046,Facilities,INV-244-2026-004421,PO-2026-004421,2025-05-14,2025-06-18,45,20384.61,19697.53,19697.53,EUR,EUR,BANK-11990275,False,normal,21470.31,0
TXN-0004555,SUP-0057,Maintenance,INV-384-2026-004555,PO-2026-004555,2025-05-14,2025-06-14,60,4692.93,3906.71,3906.71,USD,USD,BANK-10477636,False,normal,3906.71,0
TXN-0005175,SUP-0021,Maintenance,INV-608-2026-005175,PO-2026-005175,2025-05-14,2025-06-16,45,5397.97,4511.44,4511.44,EUR,EUR,BANK-65967398,False,normal,4917.47,0
TXN-0005354,SUP-0114,Professional Services,INV-708-2026-005354,PO-2025-005354,2025-05-14,2025-07-03,45,17491.16,17384.91,17384.91,AED,AED,BANK-93480628,False,normal,4733.91,0
TXN-0002462,SUP-0080,Maintenance,INV-270-2026-002462,PO-2025-002462,2025-05-15,2025-07-25,90,11578.9,9611.51,9611.51,EUR,EUR,BANK-97464377,False,normal,10476.55,0
TXN-0002867,SUP-0017,Facilities,INV-929-2026-002867,PO-2026-002867,2025-05-15,2025-06-21,30,6211.35,5990.61,5990.61,AED,AED,BANK-38542500,False,normal,1631.24,0
TXN-0003186,SUP-0016,Information Technology,INV-861-2026-003186,PO-2025-003186,2025-05-15,2025-07-03,45,11009.93,9591.81,9591.81,USD,USD,BANK-96689067,False,normal,9591.81,0
TXN-0003343,SUP-0110,Maintenance,INV-528-2026-003343,PO-2026-003343,2025-05-15,2025-07-20,60,10947.41,9879.97,9879.97,EUR,EUR,BANK-21795197,False,normal,10769.17,0
TXN-0003797,SUP-0028,Ground Services,INV-207-2026-003797,PO-2026-003797,2025-05-15,2025-07-02,45,18537.12,14502.85,14502.85,USD,USD,BANK-24814703,False,normal,14502.85,0
TXN-0004248,SUP-0043,Maintenance,INV-917-2026-004248,PO-2025-004248,2025-05-15,2025-06-13,30,3418.94,2605.95,2605.95,AED,AED,BANK-56697251,False,normal,709.6,0
TXN-0004282,SUP-0002,Maintenance,INV-506-2026-004282,PO-2025-004282,2025-05-15,2025-06-01,30,3387.92,2517.31,2517.31,USD,USD,BANK-19696685,False,normal,2517.31,0
TXN-0004318,SUP-0127,Professional Services,INV-647-2026-004318,PO-2025-004318,2025-05-15,2025-09-02,90,29024.02,27205.09,27205.09,USD,USD,BANK-96425599,False,normal,27205.09,0
TXN-0005166,SUP-0119,Facilities,INV-592-2026-005166,PO-2025-005166,2025-05-15,2025-07-04,60,9962.56,7308.77,7308.77,USD,USD,BANK-21899503,False,normal,7308.77,0
TXN-0000567,SUP-0081,Ground Services,INV-199-2026-000567,PO-2026-000567,2025-05-16,2025-08-09,90,3567.25,3001.63,3001.63,AED,AED,BANK-54937628,False,normal,817.34,0
TXN-0001255,SUP-0069,Information Technology,INV-306-2026-001255,PO-2026-001255,2025-05-16,2025-07-06,60,2519.82,2176.17,2176.17,USD,USD,BANK-43048809,False,normal,2176.17,0
TXN-0001499,SUP-0102,Facilities,INV-856-2026-001499,PO-2026-001499,2025-05-16,2025-07-01,45,9349.45,8570.27,8570.27,AED,AED,BANK-27979808,False,normal,2333.68,0
TXN-0001618,SUP-0021,Facilities,INV-828-2026-001618,PO-2025-001618,2025-05-16,2025-08-15,90,105673.24,78589.15,78589.15,EUR,EUR,BANK-65967398,False,normal,85662.17,0
TXN-0001740,SUP-0100,Ground Services,INV-797-2026-001740,PO-2025-001740,2025-05-16,2025-06-06,30,6925.48,5876.68,5876.68,GBP,GBP,BANK-62300494,False,normal,7463.38,0
TXN-0002170,SUP-0091,Facilities,INV-911-2026-002170,PO-2025-002170,2025-05-16,2025-07-26,60,9030.98,7485.83,7485.83,USD,USD,BANK-11616527,False,normal,7485.83,0
TXN-0002248,SUP-0035,Information Technology,INV-929-2026-002248,PO-2025-002248,2025-05-16,2025-07-22,60,10758.54,8961.51,8961.51,AED,AED,BANK-23638594,False,normal,2440.22,0
TXN-0003644,SUP-0068,Facilities,INV-771-2026-003644,PO-2025-003644,2025-05-16,2025-07-18,60,10275.36,8936.32,8936.32,USD,USD,BANK-26134147,False,normal,8936.32,0
TXN-0003913,SUP-0012,Maintenance,INV-392-2026-003913,PO-2026-003913,2025-05-16,2025-06-09,30,3315.3,4507.07,4507.07,GBP,GBP,BANK-37895989,False,invoice_above_po,5723.98,1
TXN-0005040,SUP-0017,Information Technology,INV-182-2026-005040,PO-2025-005040,2025-05-16,2025-06-15,30,21565.61,19778.91,19778.91,AED,AED,BANK-38542500,False,normal,5385.8,0
TXN-0005135,SUP-0004,Information Technology,INV-102-2026-005135,PO-2026-005135,2025-05-16,2025-07-16,45,44319.65,36812.4,36812.4,AED,AED,BANK-92441065,False,normal,10024.02,0
TXN-0005212,SUP-0123,Aircraft Components,INV-865-2026-005212,PO-2025-005212,2025-05-16,2025-07-14,60,4942.56,4377.87,4377.87,USD,USD,BANK-38236379,False,normal,4377.87,0
TXN-0005277,SUP-0032,Aircraft Components,INV-820-2026-005277,PO-2026-005277,2025-05-16,2025-06-18,30,8619.18,7694.05,7694.05,GBP,GBP,BANK-49158734,False,normal,9771.44,0
TXN-0005325,SUP-0107,Maintenance,INV-356-2026-005325,PO-2026-005325,2025-05-16,2025-06-30,45,5264.25,4949.06,4949.06,USD,USD,BANK-17594929,False,normal,4949.06,0
TXN-0005486,SUP-0039,Maintenance,INV-918-2026-005486,PO-2025-005486,2025-05-16,2025-06-19,30,2124.68,1921.53,1921.53,USD,USD,BANK-90171323,False,normal,1921.53,0
TXN-0000282,SUP-0077,Professional Services,INV-642-2026-000282,PO-2025-000282,2025-05-17,2025-06-19,30,9693.07,8472.88,8472.88,USD,USD,BANK-99822506,False,normal,8472.88,0
TXN-0000432,SUP-0126,Information Technology,INV-885-2026-000432,PO-2025-000432,2025-05-17,2025-06-16,30,4610.18,4138.07,4138.07,AED,AED,BANK-35780160,False,normal,1126.8,0
TXN-0001202,SUP-0066,Maintenance,INV-184-2026-001202,PO-2025-001202,2025-05-17,2025-07-02,60,25554.56,18556.5,18556.5,AED,USD,BANK-23795588,False,currency_mismatch,18556.5,1
TXN-0001686,SUP-0120,Maintenance,INV-507-2026-001686,PO-2025-001686,2025-05-17,2025-06-14,30,3082.2,2950.75,2950.75,AED,AED,BANK-53972563,False,normal,803.49,0
TXN-0002542,SUP-0120,Facilities,INV-271-2026-002542,PO-2025-002542,2025-05-17,2025-06-07,30,39520.04,37895.23,37895.23,AED,AED,BANK-53972563,False,normal,10318.87,0
TXN-0003696,SUP-0058,Maintenance,INV-659-2026-003696,PO-2025-003696,2025-05-17,2025-06-23,30,2631.06,2409.55,2409.55,AED,AED,BANK-94313182,False,normal,656.12,0
TXN-0004395,SUP-0061,Maintenance,INV-413-2026-004395,PO-2026-004395,2025-05-17,2025-07-30,90,26882.67,20164.03,20164.03,AED,AED,BANK-12871994,False,normal,5490.67,0
TXN-0004657,SUP-0106,Aircraft Components,INV-711-2026-004657,PO-2026-004657,2025-05-17,2025-07-06,60,25552.02,22358.5,22358.5,AED,AED,BANK-74386640,False,normal,6088.22,0
TXN-0004814,SUP-0136,Maintenance,INV-157-2026-004814,PO-2025-004814,2025-05-17,2025-06-10,30,15348.36,12189.32,12189.32,USD,USD,NEW-42323453,True,bank_change,12189.32,1
TXN-0005583,SUP-0024,Maintenance,INV-594-2026-005583,PO-2026-005583,2025-05-17,2025-07-03,60,23756.5,23088.47,23088.47,EUR,EUR,BANK-33036857,False,normal,25166.43,0
TXN-0000419,SUP-0074,Aircraft Components,INV-429-2026-000419,PO-2026-000419,2025-05-18,2025-07-14,60,8604.45,7283.0,7283.0,USD,USD,BANK-27679119,False,normal,7283.0,0
TXN-0000750,SUP-0034,Maintenance,INV84120260017A91,PO-2026-001791,2025-05-18,2025-07-17,60,6879.02,5992.92,5992.92,USD,USD,BANK-99313799,False,near_duplicate,5992.92,1
TXN-0000921,SUP-0056,Maintenance,INV-884-2026-000921,PO-2026-000921,2025-05-18,2025-08-07,90,5475.9,4482.2,4482.2,EUR,EUR,BANK-33621446,False,normal,4885.6,0
TXN-0001131,SUP-0128,Professional Services,INV-255-2026-001131,PO-2026-001131,2025-05-18,2025-06-16,45,1668.68,1343.2,1343.2,USD,USD,BANK-93232757,False,normal,1343.2,0
TXN-0001340,SUP-0145,Information Technology,INV-314-2026-001340,PO-2025-001340,2025-05-18,2025-07-03,45,5652.23,4708.92,4708.92,AED,AED,BANK-26332140,False,normal,1282.24,0
TXN-0001611,SUP-0151,Maintenance,INV-527-2026-001611,PO-2026-001611,2025-05-18,2025-06-19,30,10852.34,8887.53,8887.53,EUR,EUR,BANK-80628709,False,normal,9687.41,0
TXN-0002416,SUP-0129,Aircraft Components,INV-821-2026-002416,PO-2025-002416,2025-05-18,2025-07-13,60,33099.1,30330.15,30330.15,USD,USD,BANK-54924829,False,normal,30330.15,0
TXN-0003470,SUP-0151,Professional Services,INV-541-2026-003470,PO-2025-003470,2025-05-18,2025-07-08,30,16433.21,13033.03,13033.03,EUR,EUR,BANK-80628709,False,normal,14206.0,0
TXN-0003654,SUP-0081,Aircraft Components,INV-692-2026-003654,PO-2025-003654,2025-05-18,2025-06-29,45,10555.67,7883.66,7883.66,AED,AED,BANK-54937628,False,normal,2146.72,0
TXN-0003751,SUP-0152,Ground Services,INV-643-2026-003751,PO-2026-003751,2025-05-18,2025-06-21,45,4211.98,3595.32,3595.32,EUR,EUR,BANK-86228158,False,normal,3918.9,0
TXN-0003885,SUP-0090,Maintenance,INV-927-2026-003885,PO-2026-003885,2025-05-18,2025-06-12,45,27586.36,27192.42,27192.42,AED,AED,BANK-21863999,False,normal,7404.5,0
TXN-0005109,SUP-0137,Information Technology,INV-918-2026-005109,PO-2026-005109,2025-05-18,2025-07-14,60,4612.62,3349.19,3349.19,GBP,GBP,BANK-75099036,False,normal,4253.47,0
TXN-0005401,SUP-0159,Professional Services,INV-403-2026-005401,PO-2026-005401,2025-05-18,2025-07-27,60,26540.79,22652.95,22652.95,AED,AED,BANK-81713537,False,normal,6168.4,0
TXN-0000090,SUP-0060,Aircraft Components,INV-930-2026-000090,PO-2025-000090,2025-05-19,2025-07-31,60,4671.19,4235.62,4235.62,USD,USD,BANK-31687351,False,normal,4235.62,0
TXN-0000968,SUP-0040,Aircraft Components,INV-553-2026-000968,PO-2025-000968,2025-05-19,2025-07-27,60,15003.63,13899.79,13899.79,AED,AED,BANK-30107614,False,normal,3784.91,0
TXN-0004785,SUP-0030,Professional Services,INV-649-2026-004785,PO-2026-004785,2025-05-19,2025-06-20,30,2780.72,2323.28,2323.28,AED,AED,BANK-14041955,False,normal,632.63,0
TXN-0004830,SUP-0091,Aircraft Components,INV-245-2026-004830,PO-2025-004830,2025-05-19,2025-06-30,45,4271.27,3802.79,3802.79,USD,USD,BANK-11616527,False,normal,3802.79,0
TXN-0001102,SUP-0013,Maintenance,INV-178-2026-001102,PO-2025-001102,2025-05-20,2025-07-20,60,19541.69,16354.94,16354.94,AED,AED,BANK-84681076,False,normal,4453.45,0
TXN-0002323,SUP-0127,Information Technology,INV-441-2026-002323,PO-2026-002323,2025-05-20,2025-07-01,45,23626.63,20096.29,20096.29,USD,USD,BANK-96425599,False,normal,20096.29,0
TXN-0002461,SUP-0095,Professional Services,INV-658-2026-002461,PO-2026-002461,2025-05-20,2025-06-06,30,90739.56,89108.53,89108.53,USD,USD,BANK-36688168,False,normal,89108.53,0
TXN-0003132,SUP-0066,Facilities,INV-900-2026-003132,PO-2025-003132,2025-05-20,2025-06-25,30,23399.88,22331.82,22331.82,AED,AED,BANK-23795588,False,normal,6080.95,0
TXN-0003157,SUP-0149,Information Technology,INV-222-2026-003157,PO-2026-003157,2025-05-20,2025-07-19,60,1953.54,1592.36,1592.36,USD,USD,BANK-52064343,False,normal,1592.36,0
TXN-0004184,SUP-0069,Maintenance,INV-318-2026-004184,PO-2025-004184,2025-05-20,2025-07-05,45,3899.7,3637.04,3637.04,USD,USD,BANK-43048809,False,normal,3637.04,0
TXN-0004576,SUP-0100,Professional Services,INV-304-2026-004576,PO-2025-004576,2025-05-20,2025-08-25,90,7924.6,5889.56,5889.56,GBP,GBP,BANK-62300494,False,normal,7479.74,0
TXN-0004613,SUP-0151,Professional Services,INV-167-2026-004613,PO-2026-004613,2025-05-20,2025-07-22,60,46938.59,35838.68,35838.68,EUR,EUR,BANK-80628709,False,normal,39064.16,0
TXN-0005571,SUP-0001,Aircraft Components,INV-900-2026-005571,PO-2026-005571,2025-05-20,2025-07-16,60,38236.35,31851.75,31851.75,EUR,EUR,BANK-38861149,False,normal,34718.41,0
TXN-0003419,SUP-0140,Ground Services,INV-173-2026-003419,PO-2026-003419,2025-05-21,2025-06-16,30,3030.52,3005.45,3005.45,USD,USD,BANK-47720288,False,normal,3005.45,0
TXN-0004280,SUP-0025,Facilities,INV-916-2026-004280,PO-2025-004280,2025-05-21,2025-07-10,60,9694.02,9475.21,9475.21,EUR,EUR,BANK-99224451,False,normal,10327.98,0
TXN-0004692,SUP-0073,Maintenance,INV-549-2026-004692,PO-2025-004692,2025-05-21,2025-07-20,60,23620.62,19693.12,19693.12,EUR,EUR,BANK-14030635,False,normal,21465.5,0
TXN-0005328,SUP-0155,Information Technology,INV-971-2026-005328,PO-2025-005328,2025-05-21,2025-08-14,90,53601.15,47280.97,47280.97,USD,USD,BANK-19822959,False,normal,47280.97,0
TXN-0000331,SUP-0007,Information Technology,INV-898-2026-000331,PO-2026-000331,2025-05-22,2025-06-24,30,24117.01,17636.58,17636.58,EUR,EUR,BANK-31280989,False,normal,19223.87,0
TXN-0000757,SUP-0155,Aircraft Components,INV-379-2026-000757,PO-2026-000757,2025-05-22,2025-07-17,60,3450.26,3266.79,3266.79,USD,USD,BANK-19822959,False,normal,3266.79,0
TXN-0001774,SUP-0159,Information Technology,INV-948-2026-001774,PO-2025-001774,2025-05-22,2025-07-04,45,22124.44,16551.63,16551.63,AED,AED,BANK-81713537,False,normal,4507.01,0
TXN-0001861,SUP-0053,Ground Services,INV-491-2026-001861,PO-2026-001861,2025-05-22,2025-06-30,45,5622.29,5201.8,5201.8,EUR,EUR,BANK-76295561,False,normal,5669.96,0
TXN-0003677,SUP-0091,Maintenance,INV-949-2026-003677,PO-2026-003677,2025-05-22,2025-06-28,30,21439.57,19435.3,19435.3,USD,USD,BANK-11616527,False,normal,19435.3,0
TXN-0003684,SUP-0108,Maintenance,INV-318-2026-003684,PO-2025-003684,2025-05-22,2025-06-15,30,1477.95,1091.68,1091.68,USD,USD,BANK-76508559,False,normal,1091.68,0
TXN-0003872,SUP-0042,Facilities,INV-322-2026-003872,PO-2025-003872,2025-05-22,2025-06-26,45,5654.55,4359.34,4359.34,EUR,EUR,BANK-20438281,False,normal,4751.68,0
TXN-0004462,SUP-0084,Professional Services,INV-611-2026-004462,PO-2025-004462,2025-05-22,2025-06-14,30,3465.91,3042.06,3042.06,USD,USD,BANK-22950775,False,normal,3042.06,0
TXN-0000546,SUP-0028,Maintenance,INV-926-2026-000546,PO-2025-000546,2025-05-23,2025-07-04,45,9986.11,9683.03,9683.03,USD,USD,BANK-24814703,False,normal,9683.03,0
TXN-0000601,SUP-0129,Aircraft Components,INV-892-2026-000601,PO-2026-000601,2025-05-23,2025-06-20,30,3218.11,2438.95,2438.95,USD,USD,BANK-54924829,False,normal,2438.95,0
TXN-0000808,SUP-0001,Maintenance,INV-949-2026-000808,PO-2025-000808,2025-05-23,2025-06-21,30,31250.2,25122.62,25122.62,EUR,EUR,BANK-38861149,False,normal,27383.66,0
TXN-0001061,SUP-0110,Facilities,INV-531-2026-001061,PO-2026-001061,2025-05-23,2025-07-16,45,9040.32,8902.21,8902.21,EUR,EUR,BANK-21795197,False,normal,9703.41,0
TXN-0002040,SUP-0052,Aircraft Components,INV-491-2026-002040,PO-2025-002040,2025-05-23,2025-07-03,30,41473.27,37473.76,37473.76,USD,USD,BANK-89766631,False,normal,37473.76,0
TXN-0002148,SUP-0091,Ground Services,INV-818-2026-002148,PO-2025-002148,2025-05-23,2025-06-20,45,3365.07,2926.88,2926.88,USD,USD,BANK-11616527,False,normal,2926.88,0
TXN-0002985,SUP-0036,Facilities,INV-685-2026-002985,PO-2026-002985,2025-05-23,2025-07-03,30,10647.34,12659.52,12659.52,USD,USD,BANK-90250953,False,invoice_above_po,12659.52,1
TXN-0003416,SUP-0153,Ground Services,INV-228-2026-003416,PO-2025-003416,2025-05-23,2025-07-05,45,32217.3,24530.89,24530.89,USD,USD,BANK-11605310,False,normal,24530.89,0
TXN-0003562,SUP-0040,Aircraft Components,INV-948-2026-003562,PO-2025-003562,2025-05-23,2025-06-28,30,25128.05,23659.44,23659.44,AED,AED,BANK-30107614,False,normal,6442.47,0
TXN-0004535,SUP-0141,Aircraft Components,INV-769-2026-004535,PO-2026-004535,2025-05-23,2025-06-27,30,22124.74,21282.9,21282.9,AED,AED,BANK-10585992,False,normal,5795.33,0
TXN-0004778,SUP-0080,Information Technology,INV-218-2026-004778,PO-2025-004778,2025-05-23,2025-07-05,45,17677.95,13105.21,13105.21,EUR,EUR,BANK-97464377,False,normal,14284.68,0
TXN-0004837,SUP-0111,Maintenance,INV-912-2026-004837,PO-2026-004837,2025-05-23,2025-09-03,90,54294.99,49540.62,49540.62,USD,USD,BANK-49045227,False,normal,49540.62,0
TXN-0000489,SUP-0024,Information Technology,INV-251-2026-000489,PO-2026-000489,2025-05-24,2025-06-23,30,37942.78,31315.87,31315.87,EUR,EUR,BANK-33036857,False,normal,34134.3,0
TXN-0000888,SUP-0068,Ground Services,INV-945-2026-000888,PO-2025-000888,2025-05-24,2025-07-13,45,38066.14,32537.87,32537.87,USD,USD,BANK-26134147,False,normal,32537.87,0
TXN-0001173,SUP-0135,Ground Services,INV-505-2026-001173,PO-2026-001173,2025-05-24,2025-07-03,45,3780.57,3123.91,3123.91,AED,AED,BANK-85671420,False,normal,850.64,0
TXN-0002752,SUP-0160,Ground Services,INV-395-2026-002752,PO-2025-002752,2025-05-24,2025-08-07,60,2135.98,2112.14,2112.14,EUR,EUR,BANK-51670701,False,normal,2302.23,0
TXN-0003151,SUP-0087,Aircraft Components,INV-287-2026-003151,PO-2026-003151,2025-05-24,2025-07-04,30,73389.94,61510.52,61510.52,AED,AED,BANK-25685067,False,normal,16749.31,0
TXN-0003853,SUP-0119,Facilities,INV-736-2026-003853,PO-2026-003853,2025-05-24,2025-07-04,30,3909.2,3767.71,3767.71,USD,USD,BANK-21899503,False,normal,3767.71,0
TXN-0004012,SUP-0063,Maintenance,INV-565-2026-004012,PO-2025-004012,2025-05-24,2025-08-18,90,11729.15,11135.46,11135.46,AED,AED,BANK-16087857,False,normal,3032.19,0
TXN-0004218,SUP-0137,Professional Services,INV-889-2026-004218,PO-2025-004218,2025-05-24,2025-07-06,45,20631.34,17754.0,17754.0,GBP,GBP,BANK-75099036,False,normal,22547.58,0
TXN-0004352,SUP-0011,Facilities,INV-604-2026-004352,PO-2025-004352,2025-05-24,2025-07-21,60,3324.46,2628.55,2628.55,USD,USD,BANK-43383005,False,normal,2628.55,0
TXN-0004597,SUP-0001,Aircraft Components,INV-194-2026-004597,PO-2026-004597,2025-05-24,2025-08-24,90,118350.1,89558.98,89558.98,EUR,EUR,BANK-38861149,False,normal,97619.29,0
TXN-0005034,SUP-0085,Maintenance,INV-531-2026-005034,PO-2025-005034,2025-05-24,2025-06-29,45,38707.38,30756.8,30756.8,USD,USD,BANK-94093522,False,normal,30756.8,0
TXN-0000537,SUP-0139,Professional Services,INV-401-2026-000537,PO-2026-000537,2025-05-25,2025-06-23,45,10490.78,9091.43,9091.43,EUR,EUR,BANK-77394363,False,normal,9909.66,0
TXN-0000539,SUP-0132,Maintenance,INV-828-2026-000539,PO-2026-000539,2025-05-25,2025-06-26,45,19015.19,18267.5,18267.5,GBP,GBP,BANK-59967823,False,normal,23199.72,0
TXN-0002047,SUP-0148,Maintenance,INV-940-2026-002047,PO-2026-002047,2025-05-25,2025-07-01,30,33435.54,24711.31,24711.31,AED,AED,BANK-48887190,False,normal,6728.89,0
TXN-0003072,SUP-0056,Professional Services,INV-222-2026-003072,PO-2025-003072,2025-05-25,2025-06-27,45,17592.45,15485.66,15485.66,EUR,EUR,BANK-33621446,False,normal,16879.37,0
TXN-0003393,SUP-0029,Information Technology,INV-375-2026-003393,PO-2026-003393,2025-05-25,2025-07-01,45,13671.94,10696.62,10696.62,USD,USD,BANK-57984114,False,normal,10696.62,0
TXN-0003534,SUP-0111,Professional Services,INV-475-2026-003534,PO-2025-003534,2025-05-25,2025-07-16,45,1873.4,1707.88,1707.88,USD,USD,BANK-49045227,False,normal,1707.88,0
TXN-0003689,SUP-0065,Professional Services,INV-413-2026-003689,PO-2026-003689,2025-05-25,2025-08-02,60,6967.44,5535.91,5535.91,AED,AED,BANK-90272029,False,normal,1507.43,0
TXN-0004026,SUP-0084,Ground Services,INV-458-2026-004026,PO-2025-004026,2025-05-25,2025-06-20,30,5129.13,4396.55,4396.55,USD,USD,BANK-22950775,False,normal,4396.55,0
TXN-0004446,SUP-0118,Aircraft Components,INV-236-2026-004446,PO-2025-004446,2025-05-25,2025-06-29,30,10273.71,7571.21,7571.21,AED,AED,BANK-37085381,False,normal,2061.64,0
TXN-0000228,SUP-0123,Ground Services,INV-807-2026-000228,PO-2025-000228,2025-05-26,2025-07-14,45,1615.95,1335.0,1335.0,USD,USD,BANK-38236379,False,normal,1335.0,0
